"","GeoFIPS","GeoName","Region","Year","Quarter","GDP_All","GDP_Pri","GDP_Gov","PI","PCPI","Civ_Pop","Civ_LF","Civ_LFP","Civ_E","Civ_EP","Civ_UE","Civ_UEP","text_gdp","rdate_gdp","dow_gdp","text_pi","rdate_pi","dow_pi","text_ue","rdate_ue","dow_ue"
"698",26000,"Michigan",3,2007,2,404342,357770,46572,348236612,NA,"7,775,181   ","4,999,639   ",64.3,"4,649,934   ",59.8,"349,705   ",7,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"699",42000,"Pennsylvania",2,2007,2,549910,489301,60610,501225576,NA,"9,825,270   ","6,328,775   ",64.4,"6,050,990   ",61.6,"277,785   ",4.4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"700",31000,"Nebraska",4,2007,2,82771,71996,10774,68131152,NA,"1,341,787   ","979,182   ",73,"949,580   ",70.8,"29,602   ",3,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"701",55000,"Wisconsin",3,2007,2,243751,216602,27149,210784312,NA,"4,356,491   ","3,082,978   ",70.8,"2,929,466   ",67.2,"153,512   ",5,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"702",24000,"Maryland",2,2007,2,289933,232055,57879,269007776,NA,"4,323,615   ","2,965,051   ",68.6,"2,861,858   ",66.2,"103,193   ",3.5,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"703",27000,"Minnesota",4,2007,2,260118,233550,26568,216513708,NA,"4,011,308   ","2,908,986   ",72.5,"2,775,723   ",69.2,"133,263   ",4.6,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"704",17000,"Illinois",3,2007,2,645705,580593,65112,534912460,NA,"9,738,987   ","6,643,592   ",68.2,"6,317,332   ",64.9,"326,260   ",4.9,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"705",18000,"Indiana",3,2007,2,270723,244628,26095,215800096,NA,"4,834,163   ","3,190,005   ",66,"3,046,716   ",63,"143,289   ",4.5,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"706",4000,"Arizona",6,2007,2,261885,229295,32590,220857668,NA,"4,756,223   ","3,031,368   ",63.7,"2,919,994   ",61.4,"111,374   ",3.7,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"707",40000,"Oklahoma",6,2007,2,142355,120501,21854,124313824,NA,"2,715,153   ","1,723,054   ",63.5,"1,650,705   ",60.8,"72,349   ",4.2,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"708",15000,"Hawaii",8,2007,2,63938,50585,13353,52291144,NA,"968,049   ","637,411   ",65.8,"620,160   ",64.1,"17,251   ",2.7,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"709",50000,"Vermont",1,2007,2,24697,21088,3610,23902584,NA,"502,139   ","353,864   ",70.5,"339,855   ",67.7,"14,009   ",4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"710",5000,"Arkansas",5,2007,2,97869,85131,12738,88031728,NA,"2,165,134   ","1,367,548   ",63.2,"1,294,174   ",59.8,"73,374   ",5.4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"711",39000,"Ohio",3,2007,2,493617,436300,57316,408440660,NA,"8,897,675   ","5,977,681   ",67.2,"5,644,389   ",63.4,"333,292   ",5.6,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"712",28000,"Mississippi",5,2007,2,90857,75317,15540,86576888,NA,"2,170,706   ","1,299,601   ",59.9,"1,217,446   ",56.1,"82,155   ",6.3,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"713",53000,"Washington",8,2007,2,340369,293435,46934,275740064,NA,"5,001,907   ","3,398,387   ",67.9,"3,240,824   ",64.8,"157,563   ",4.6,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"714",54000,"West Virginia",5,2007,2,58468,48641,9827,53431092,NA,"1,444,019   ","809,579   ",56.1,"773,003   ",53.5,"36,576   ",4.5,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Second Quarter 2007 released September 20th, 2007","9/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2007","7/20/2007 10:00","Friday"
"715",41000,"Oregon",8,2008,2,180259,159352,20907,141051596,NA,"2,968,804   ","1,951,066   ",65.7,"1,834,787   ",61.8,"116,279   ",6,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"716",42000,"Pennsylvania",2,2008,2,571224,508165,63059,533128360,NA,"9,885,062   ","6,439,985   ",65.1,"6,106,813   ",61.8,"333,172   ",5.2,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"717",30000,"Montana",7,2008,2,37104,31360,5745,34689324,NA,"759,760   ","509,246   ",67,"484,243   ",63.7,"25,003   ",4.9,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"718",36000,"New York",2,2008,2,1105548,968159,137389,950898216,NA,"15,265,601   ","9,627,446   ",63.1,"9,119,179   ",59.7,"508,267   ",5.3,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"719",47000,"Tennessee",5,2008,2,250968,220117,30851,225256504,NA,"4,820,351   ","3,050,190   ",63.3,"2,849,898   ",59.1,"200,292   ",6.6,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"720",56000,"Wyoming",7,2008,2,44712,39854,4858,27199640,NA,"410,427   ","292,672   ",71.3,"284,282   ",69.3,"8,390   ",2.9,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"721",35000,"New Mexico",6,2008,2,87031,67987,19044,68766200,NA,"1,498,176   ","943,835   ",63,"904,430   ",60.4,"39,405   ",4.2,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"722",12000,"Florida",5,2008,2,761611,665519,96092,758684708,NA,"14,472,206   ","9,206,175   ",63.6,"8,630,845   ",59.6,"575,330   ",6.2,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"723",37000,"North Carolina",5,2008,2,415429,357118,58311,340817612,NA,"7,007,925   ","4,545,985   ",64.9,"4,279,247   ",61.1,"266,738   ",5.9,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"724",34000,"New Jersey",2,2008,2,492384,436137,56247,458218004,NA,"6,718,294   ","4,493,640   ",66.9,"4,263,081   ",63.5,"230,559   ",5.1,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"725",10000,"Delaware",2,2008,2,54840,48913,5927,38044864,NA,"677,885   ","447,253   ",66,"426,554   ",62.9,"20,699   ",4.6,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"726",11000,"District of Columbia",2,2008,2,98203,65032,33171,38845928,NA,"477,031   ","330,907   ",69.4,"310,412   ",65.1,"20,495   ",6.2,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"727",31000,"Nebraska",4,2008,2,86308,74990,11319,74429368,NA,"1,351,414   ","989,740   ",73.2,"957,550   ",70.9,"32,190   ",3.3,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"728",55000,"Wisconsin",3,2008,2,245348,216358,28990,222750180,NA,"4,387,249   ","3,081,717   ",70.2,"2,939,600   ",67,"142,117   ",4.6,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"729",19000,"Iowa",4,2008,2,137916,122020,15896,120551744,NA,"2,318,576   ","1,680,860   ",72.5,"1,611,857   ",69.5,"69,003   ",4.1,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"730",21000,"Kentucky",5,2008,2,160135,134904,25231,144788180,NA,"3,307,933   ","2,026,787   ",61.3,"1,899,248   ",57.4,"127,539   ",6.3,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"731",39000,"Ohio",3,2008,2,499048,439563,59485,430253980,NA,"8,927,562   ","5,962,050   ",66.8,"5,579,737   ",62.5,"382,313   ",6.4,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"732",48000,"Texas",6,2008,2,1263414,1132021,131393,993614208,NA,"17,722,244   ","11,619,849   ",65.6,"11,078,197   ",62.5,"541,652   ",4.7,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"733",9000,"Connecticut",1,2008,2,234166,210237,23929,206731668,NA,"2,726,025   ","1,881,078   ",69,"1,776,890   ",65.2,"104,188   ",5.5,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"734",45000,"South Carolina",5,2008,2,163552,136243,27309,154953608,NA,"3,438,473   ","2,138,647   ",62.2,"1,998,486   ",58.1,"140,161   ",6.6,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"735",22000,"Louisiana",5,2008,2,221067,197251,23816,171526344,NA,"3,352,675   ","2,079,496   ",62,"1,980,565   ",59.1,"98,931   ",4.8,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"736",5000,"Arkansas",5,2008,2,102990,89699,13291,95605504,NA,"2,185,440   ","1,375,401   ",62.9,"1,304,101   ",59.7,"71,300   ",5.2,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"737",54000,"West Virginia",5,2008,2,62049,51928,10121,58684776,NA,"1,448,230   ","811,371   ",56,"777,523   ",53.7,"33,848   ",4.2,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"738",6000,"California",8,2008,2,2014977,1756646,258331,1631140944,NA,"27,587,706   ","18,197,861   ",66,"16,890,998   ",61.2,"1,306,863   ",7.2,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"739",46000,"South Dakota",4,2008,2,37447,32924,4523,32611104,NA,"611,174   ","446,504   ",73.1,"433,363   ",70.9,"13,141   ",2.9,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"740",23000,"Maine",1,2008,2,49911,42530,7381,49543096,NA,"1,062,361   ","703,201   ",66.2,"666,611   ",62.7,"36,590   ",5.2,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"741",50000,"Vermont",1,2008,2,25229,21495,3735,25358932,NA,"504,558   ","354,136   ",70.2,"338,206   ",67,"15,930   ",4.5,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"742",32000,"Nevada",8,2008,2,129376,115274,14102,108531348,NA,"1,976,466   ","1,366,103   ",69.1,"1,280,144   ",64.8,"85,959   ",6.3,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"743",44000,"Rhode Island",1,2008,2,47449,40103,7347,44846400,NA,"837,929   ","570,108   ",68,"527,119   ",62.9,"42,989   ",7.5,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"744",16000,"Idaho",7,2008,2,56354,48343,8011,51630956,NA,"1,133,789   ","761,136   ",67.1,"719,466   ",63.5,"41,670   ",5.5,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"745",24000,"Maryland",2,2008,2,298636,238227,60409,283255136,NA,"4,354,007   ","2,997,941   ",68.9,"2,874,433   ",66,"123,508   ",4.1,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"746",33000,"New Hampshire",1,2008,2,59931,52109,7822,59789312,NA,"1,051,123   ","742,722   ",70.7,"715,370   ",68.1,"27,352   ",3.7,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"747",17000,"Illinois",3,2008,2,648129,581152,66977,565261096,NA,"9,807,583   ","6,658,906   ",67.9,"6,241,357   ",63.6,"417,549   ",6.3,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"748",29000,"Missouri",4,2008,2,248731,217234,31497,225123488,NA,"4,574,724   ","3,034,842   ",66.3,"2,852,110   ",62.3,"182,732   ",6,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"749",13000,"Georgia",5,2008,2,411482,357459,54023,348359360,NA,"7,193,494   ","4,944,506   ",68.7,"4,642,214   ",64.5,"302,292   ",6.1,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"750",18000,"Indiana",3,2008,2,276899,249685,27213,229885524,NA,"4,872,865   ","3,231,255   ",66.3,"3,047,474   ",62.5,"183,781   ",5.7,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"751",8000,"Colorado",7,2008,2,258228,226596,31633,216931200,NA,"3,763,867   ","2,716,513   ",72.2,"2,589,157   ",68.8,"127,356   ",4.7,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"752",1000,"Alabama",5,2008,2,174685,145195,29491,164265576,NA,"3,590,424   ","2,175,468   ",60.6,"2,056,640   ",57.3,"118,828   ",5.5,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"753",38000,"North Dakota",4,2008,2,32128,28182,3946,27293824,NA,"498,606   ","372,304   ",74.7,"360,665   ",72.3,"11,639   ",3.1,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"754",26000,"Michigan",3,2008,2,389877,341160,48717,364447060,NA,"7,770,857   ","4,922,206   ",63.3,"4,529,155   ",58.3,"393,051   ",8,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"755",49000,"Utah",7,2008,2,118059,101901,16158,94023984,NA,"1,932,599   ","1,371,720   ",71,"1,325,999   ",68.6,"45,721   ",3.3,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"756",20000,"Kansas",4,2008,2,127761,109542,18220,117311432,NA,"2,109,796   ","1,499,969   ",71.1,"1,432,614   ",67.9,"67,355   ",4.5,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"757",2000,"Alaska",8,2008,2,56524,47982,8542,32784448,NA,"500,654   ","356,648   ",71.2,"332,700   ",66.5,"23,948   ",6.7,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
"758",51000,"Virginia",5,2008,2,398482,323152,75330,361258556,NA,"5,922,288   ","4,129,250   ",69.7,"3,966,925   ",67,"162,325   ",3.9,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Second Quarter 2008 released September 18th, 2008","9/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  JUNE 2008","7/18/2008 10:00","Friday"
